,Route ID,Difference
164,135,0 days 00:06:22
165,135,0 days 00:04:59
166,135,0 days 00:06:12
167,135,0 days 00:07:24
168,135,0 days 00:06:57
169,135,0 days 00:00:31
170,135,0 days 00:01:04
171,135,0 days 00:03:33
172,135,0 days 00:02:25
173,135,0 days 00:02:17
174,135,0 days 00:02:50
175,135,0 days 00:00:15
176,135,0 days 00:01:07
177,135,0 days 00:00:15
178,135,-1 days +23:59:43
179,135,0 days 00:01:59
180,135,0 days 00:02:10
181,135,0 days 00:02:49
182,135,0 days 00:04:41
183,135,0 days 00:03:57
184,135,0 days 00:03:33
185,135,0 days 00:04:28
186,135,0 days 00:02:51
187,135,0 days 00:03:59
188,135,0 days 00:05:21
189,135,0 days 00:04:55
190,135,0 days 00:00:03
191,135,0 days 00:00:48
192,135,0 days 00:01:18
193,135,0 days 00:04:20
194,135,0 days 00:05:01
195,135,0 days 00:04:49
196,135,0 days 00:05:52
197,135,0 days 00:04:04
198,135,0 days 00:05:32
199,135,0 days 00:04:32
200,135,0 days 00:03:53
201,135,0 days 00:00:02
202,135,0 days 00:00:02
203,135,0 days 00:00:03
204,135,0 days 00:00:52
205,135,0 days 00:00:26
206,135,0 days 00:01:10
207,135,0 days 00:02:18
208,135,0 days 00:00:44
209,135,0 days 00:01:54
210,135,0 days 00:01:37
211,135,0 days 00:00:57
212,135,0 days 00:06:39
213,135,0 days 00:06:40
214,135,0 days 00:00:02
215,135,0 days 00:01:29
216,135,0 days 00:02:01
217,135,0 days 00:03:25
218,135,0 days 00:02:39
219,135,0 days 00:03:44
220,135,0 days 00:02:44
221,135,0 days 00:03:02
222,135,0 days 00:04:06
223,135,0 days 00:05:02
224,135,0 days 00:05:01
225,135,0 days 00:00:03
226,135,0 days 00:01:02
227,135,0 days 00:01:37
228,135,0 days 00:00:54
229,135,0 days 00:00:02
230,135,0 days 00:00:47
231,135,0 days 00:00:02
232,135,0 days 00:01:55
233,135,0 days 00:02:19
234,135,0 days 00:01:28
235,135,0 days 00:00:59
236,135,0 days 00:00:03
237,135,0 days 00:00:32
238,135,0 days 00:01:03
239,135,0 days 00:00:02
240,135,-1 days +23:59:55
241,135,0 days 00:00:40
242,135,0 days 00:00:03
243,135,-1 days +23:59:19
244,135,0 days 00:00:21
245,135,0 days 00:00:02
246,135,-1 days +23:59:49
247,135,0 days 00:00:02
248,135,0 days 00:01:31
249,135,0 days 00:02:14
250,135,0 days 00:01:45
251,135,0 days 00:00:46
252,135,0 days 00:01:38
253,135,0 days 00:00:24
254,135,0 days 00:00:26
255,135,0 days 00:01:10
256,135,0 days 00:01:58
257,135,0 days 00:02:15
258,135,-1 days +23:59:14
259,135,0 days 00:00:00
260,135,0 days 00:00:15
261,135,-1 days +23:58:56
262,135,0 days 00:00:01
263,135,0 days 00:00:37
264,135,0 days 00:00:01
265,135,0 days 00:00:00
266,135,0 days 00:00:34
267,135,0 days 00:02:03
268,135,0 days 00:02:34
269,135,0 days 00:00:02
270,135,0 days 00:00:13
271,135,0 days 00:00:45
272,135,0 days 00:00:15
273,135,-1 days +23:59:59
274,135,0 days 00:00:30
275,135,-1 days +23:59:22
276,135,-1 days +23:58:01
277,135,-1 days +23:58:48
278,135,0 days 00:00:48
279,135,0 days 00:00:59
280,135,0 days 00:00:03
281,135,0 days 00:00:22
282,135,0 days 00:00:43
283,135,0 days 00:00:04
284,135,-1 days +23:59:29
285,135,0 days 00:00:12
286,135,0 days 00:00:03
287,135,0 days 00:00:02
288,135,0 days 00:01:17
289,135,0 days 00:01:55
290,135,0 days 00:01:55
291,135,-1 days +23:59:55
292,135,0 days 00:00:39
293,135,0 days 00:01:17
294,135,0 days 00:00:16
295,135,-1 days +23:59:57
296,135,0 days 00:01:27
297,135,0 days 00:01:11
298,135,0 days 00:01:44
299,135,0 days 00:02:26
300,135,0 days 00:03:46
301,135,0 days 00:03:09
302,135,0 days 00:00:01
303,135,0 days 00:00:33
304,135,0 days 00:00:54
305,135,0 days 00:00:02
306,135,0 days 00:00:03
307,135,0 days 00:01:14
308,135,0 days 00:00:37
309,135,0 days 00:00:53
310,135,0 days 00:01:28
311,135,0 days 00:03:17
312,135,0 days 00:02:03
313,135,0 days 00:00:16
314,135,0 days 00:02:21
315,135,0 days 00:03:18
316,135,0 days 00:03:01
317,135,0 days 00:02:05
318,135,0 days 00:03:34
319,135,0 days 00:02:31
320,135,0 days 00:03:07
321,135,0 days 00:04:13
322,135,0 days 00:03:14
323,135,0 days 00:03:09
324,135,-1 days +23:59:54
325,135,0 days 00:01:12
326,135,0 days 00:01:41
327,135,0 days 00:00:22
328,135,-1 days +23:59:58
329,135,0 days 00:01:33
330,135,0 days 00:00:36
331,135,-1 days +23:59:19
332,135,0 days 00:00:05
333,135,0 days 00:01:07
334,135,0 days 00:01:06
335,135,0 days 00:00:02
336,135,0 days 00:00:25
337,135,0 days 00:01:00
338,135,0 days 00:00:03
339,135,0 days 00:00:02
340,135,0 days 00:01:05
341,135,-1 days +23:59:54
342,135,0 days 00:00:30
343,135,0 days 00:02:01
344,135,0 days 00:04:25
345,135,0 days 00:03:20
346,135,0 days 00:00:04
347,135,0 days 00:01:28
348,135,0 days 00:02:10
349,135,0 days 00:01:58
350,135,0 days 00:00:52
351,135,0 days 00:01:48
352,135,0 days 00:00:49
353,135,0 days 00:00:48
354,135,0 days 00:01:51
355,135,0 days 00:03:06
356,135,0 days 00:03:11
357,135,0 days 00:00:09
358,135,0 days 00:02:00
359,135,0 days 00:02:47
360,135,0 days 00:03:38
361,135,0 days 00:02:57
362,135,0 days 00:04:04
363,135,0 days 00:02:51
364,135,0 days 00:03:41
365,135,0 days 00:05:14
366,135,0 days 00:09:28
367,135,0 days 00:09:31
368,135,0 days 00:00:03
369,135,0 days 00:01:28
370,135,0 days 00:02:19
371,135,0 days 00:01:15
372,135,0 days 00:00:24
373,135,0 days 00:01:39
374,135,0 days 00:00:53
375,135,0 days 00:00:36
376,135,0 days 00:03:29
377,135,0 days 00:04:48
378,135,0 days 00:04:20
379,135,0 days 00:00:00
380,135,0 days 00:00:52
381,135,0 days 00:01:19
382,135,0 days 00:02:26
383,135,0 days 00:01:50
384,135,0 days 00:03:02
385,135,0 days 00:01:57
386,135,0 days 00:04:35
387,135,0 days 00:06:49
388,135,0 days 00:08:11
389,135,0 days 00:08:19
390,135,0 days 00:00:09
391,135,0 days 00:01:53
392,135,0 days 00:02:35
393,135,0 days 00:03:15
394,135,0 days 00:02:12
395,135,0 days 00:03:48
396,135,0 days 00:03:17
397,135,0 days 00:03:31
398,135,0 days 00:04:20
399,135,0 days 00:07:58
400,135,0 days 00:06:55
401,135,-1 days +23:59:59
402,135,0 days 00:00:35
403,135,0 days 00:01:21
404,135,0 days 00:01:54
405,135,0 days 00:00:41
406,135,0 days 00:01:50
407,135,0 days 00:01:21
408,135,0 days 00:01:13
409,135,0 days 00:02:19
410,135,0 days 00:03:54
411,135,0 days 00:03:47
412,135,0 days 00:00:28
413,135,0 days 00:02:52
414,135,0 days 00:03:34
415,135,0 days 00:04:06
416,135,0 days 00:03:27
417,135,0 days 00:04:19
418,135,0 days 00:05:51
419,135,0 days 00:06:05
420,135,0 days 00:07:34
421,135,0 days 00:09:00
422,135,0 days 00:09:17
423,135,0 days 00:00:02
424,135,0 days 00:00:57
425,135,0 days 00:00:10
426,135,0 days 00:00:01
427,135,0 days 00:00:03
428,135,0 days 00:01:09
429,135,0 days 00:00:54
430,135,0 days 00:01:02
431,135,0 days 00:01:39
432,135,0 days 00:00:54
433,135,-1 days +23:59:18
434,135,0 days 00:00:01
435,135,0 days 00:01:43
436,135,0 days 00:01:13
437,135,0 days 00:01:42
438,135,0 days 00:01:01
439,135,0 days 00:01:57
440,135,0 days 00:01:31
441,135,0 days 00:01:07
442,135,0 days 00:02:50
443,135,0 days 00:03:13
444,138,0 days 00:00:00
445,138,-1 days +23:59:53
446,138,-1 days +23:59:54
447,138,0 days 00:01:08
448,138,-1 days +23:59:39
449,138,0 days 00:00:31
450,138,-1 days +23:59:55
451,138,0 days 00:00:50
452,138,0 days 00:00:17
453,138,-1 days +23:59:51
454,138,0 days 00:00:43
455,138,0 days 00:00:40
456,138,0 days 00:00:23
457,138,0 days 00:00:37
458,138,0 days 00:00:36
459,138,0 days 00:00:01
460,138,0 days 00:01:09
461,138,0 days 00:00:45
462,138,0 days 00:01:47
463,138,0 days 00:02:51
464,138,0 days 00:00:01
465,138,0 days 00:00:21
466,138,0 days 00:00:39
467,138,0 days 00:01:58
468,138,0 days 00:00:36
469,138,0 days 00:01:14
470,138,0 days 00:00:04
471,138,0 days 00:01:02
472,138,0 days 00:00:51
473,138,0 days 00:00:09
474,138,0 days 00:00:49
475,138,0 days 00:00:58
476,138,0 days 00:00:46
477,138,0 days 00:00:56
478,138,0 days 00:00:33
479,138,0 days 00:00:06
480,138,0 days 00:00:45
481,138,0 days 00:01:17
482,138,0 days 00:01:04
483,138,0 days 00:01:35
484,138,0 days 00:00:36
485,138,0 days 00:00:58
486,138,0 days 00:01:14
487,138,0 days 00:01:58
488,138,0 days 00:01:49
489,138,0 days 00:02:30
490,138,0 days 00:01:10
491,138,0 days 00:01:29
492,138,0 days 00:02:26
493,138,0 days 00:03:34
494,138,0 days 00:03:01
495,138,0 days 00:02:16
496,138,0 days 00:02:01
497,138,0 days 00:02:58
498,138,0 days 00:03:28
499,138,0 days 00:04:13
500,138,0 days 00:04:13
501,138,0 days 00:03:23
502,138,0 days 00:04:06
503,138,0 days 00:02:06
504,138,0 days 00:02:25
505,138,0 days 00:00:01
506,138,0 days 00:00:19
507,138,0 days 00:00:00
508,138,0 days 00:00:08
509,138,0 days 00:00:48
510,138,-1 days +23:59:54
511,138,0 days 00:01:08
512,138,0 days 00:01:13
513,138,0 days 00:02:57
514,138,0 days 00:02:32
515,138,0 days 00:00:57
516,138,0 days 00:00:16
517,138,0 days 00:01:04
518,138,0 days 00:01:53
519,138,0 days 00:01:01
520,138,0 days 00:00:57
521,138,-1 days +23:59:56
522,138,0 days 00:01:31
523,138,0 days 00:01:55
524,138,0 days 00:01:00
525,138,0 days 00:00:19
526,138,0 days 00:00:05
527,138,0 days 00:00:01
528,138,0 days 00:00:04
529,138,0 days 00:00:03
530,138,0 days 00:00:02
531,138,0 days 00:01:19
532,138,0 days 00:00:57
533,138,0 days 00:02:30
534,138,0 days 00:02:07
535,138,0 days 00:00:16
536,138,0 days 00:00:01
537,138,0 days 00:00:59
538,138,0 days 00:01:36
539,138,0 days 00:00:21
540,138,0 days 00:01:14
541,138,0 days 00:00:00
542,138,0 days 00:00:34
543,138,0 days 00:02:04
544,138,0 days 00:01:49
545,138,0 days 00:01:33
546,138,0 days 00:01:44
547,138,0 days 00:02:52
548,138,0 days 00:01:35
549,138,-1 days +23:59:59
550,138,-1 days +23:59:57
551,138,-1 days +23:59:27
552,138,0 days 00:00:02
553,138,0 days 00:02:47
554,138,0 days 00:03:03
555,138,0 days 00:06:40
556,138,0 days 00:06:08
557,138,0 days 00:07:03
558,138,0 days 00:05:03
559,138,0 days 00:06:10
560,138,0 days 00:06:33
561,138,0 days 00:00:09
562,138,0 days 00:00:01
563,138,-1 days +23:59:55
564,138,0 days 00:01:13
565,138,0 days 00:00:44
566,138,0 days 00:01:13
567,138,0 days 00:00:04
568,138,-1 days +23:59:54
569,138,-1 days +23:59:26
570,138,0 days 00:00:01
571,138,0 days 00:00:02
572,138,0 days 00:00:07
573,138,0 days 00:01:25
574,138,0 days 00:01:01
575,138,0 days 00:01:25
576,138,0 days 00:00:02
577,138,0 days 00:00:03
578,138,0 days 00:00:38
579,138,0 days 00:00:01
580,138,0 days 00:00:01
581,138,0 days 00:00:14
582,138,0 days 00:03:43
583,138,0 days 00:03:14
584,138,0 days 00:03:45
585,138,0 days 00:02:22
586,138,0 days 00:01:35
587,138,-1 days +23:59:59
588,138,0 days 00:01:13
589,138,0 days 00:01:28
590,138,0 days 00:02:26
591,138,0 days 00:00:54
592,138,0 days 00:01:34
593,138,0 days 00:00:06
594,138,0 days 00:00:00
595,138,-1 days +23:59:34
596,138,0 days 00:00:00
597,138,0 days 00:00:08
598,138,0 days 00:00:38
599,138,0 days 00:01:42
600,138,0 days 00:01:11
601,138,0 days 00:01:41
602,138,0 days 00:01:05
603,138,0 days 00:00:48
604,138,0 days 00:00:20
605,138,0 days 00:00:01
606,138,0 days 00:00:00
607,138,0 days 00:00:10
608,138,0 days 00:01:33
609,138,0 days 00:00:02
610,138,0 days 00:00:36
611,138,-1 days +23:58:52
612,138,-1 days +23:58:26
613,138,-1 days +23:58:51
614,138,0 days 00:00:02
615,138,0 days 00:00:05
616,138,0 days 00:00:26
617,138,0 days 00:01:57
618,138,0 days 00:02:07
619,138,0 days 00:02:35
620,138,0 days 00:01:20
621,138,0 days 00:01:07
622,138,0 days 00:01:13
623,138,0 days 00:00:34
624,138,0 days 00:03:50
625,138,0 days 00:02:54
626,138,0 days 00:03:34
627,138,0 days 00:02:26
628,138,0 days 00:02:57
629,138,0 days 00:02:44
630,138,-1 days +23:59:58
631,138,0 days 00:01:05
632,138,0 days 00:01:51
633,138,0 days 00:05:17
634,138,0 days 00:06:15
635,138,0 days 00:06:58
636,138,0 days 00:04:59
637,138,0 days 00:05:30
638,138,0 days 00:05:01
639,138,-1 days +23:59:59
640,138,0 days 00:00:36
641,138,0 days 00:01:03
642,138,0 days 00:02:49
643,138,0 days 00:01:34
644,138,0 days 00:02:31
645,138,0 days 00:01:48
646,138,0 days 00:02:33
647,138,0 days 00:02:06
648,138,0 days 00:00:02
649,138,0 days 00:01:01
650,138,0 days 00:01:07
651,138,0 days 00:04:27
652,138,0 days 00:03:07
653,138,0 days 00:02:22
654,138,0 days 00:02:31
655,138,0 days 00:02:00
656,138,0 days 00:00:02
657,138,0 days 00:00:43
658,138,0 days 00:01:29
659,138,0 days 00:00:46
660,138,0 days 00:01:50
661,138,0 days 00:01:25
662,138,0 days 00:02:00
663,138,0 days 00:04:33
664,138,0 days 00:04:49
665,138,-1 days +23:59:59
666,138,0 days 00:00:34
667,138,0 days 00:01:19
668,138,0 days 00:00:47
669,138,0 days 00:02:07
670,138,0 days 00:02:23
671,138,0 days 00:03:08
672,138,0 days 00:03:33
673,138,0 days 00:03:49
674,138,0 days 00:00:14
675,138,0 days 00:02:10
676,138,0 days 00:03:02
677,138,0 days 00:02:24
678,138,0 days 00:02:26
679,138,0 days 00:02:24
680,138,0 days 00:03:00
681,138,0 days 00:05:36
682,138,0 days 00:05:47
683,138,0 days 00:00:02
684,138,0 days 00:00:26
685,138,0 days 00:01:05
686,138,0 days 00:00:04
687,138,0 days 00:00:16
688,138,0 days 00:01:08
689,138,0 days 00:01:53
690,138,0 days 00:02:52
691,138,0 days 00:03:06
692,138,0 days 00:00:01
693,138,0 days 00:01:10
694,138,0 days 00:01:51
695,138,0 days 00:00:49
696,138,0 days 00:00:52
697,138,0 days 00:00:01
698,138,0 days 00:00:32
699,138,0 days 00:02:24
700,138,0 days 00:02:25
701,138,0 days 00:00:02
702,138,0 days 00:01:09
703,138,0 days 00:01:48
704,138,0 days 00:01:03
705,138,0 days 00:00:50
706,138,0 days 00:01:42
707,138,0 days 00:02:49
708,138,0 days 00:05:48
709,138,0 days 00:05:43
710,138,-1 days +23:59:59
711,138,0 days 00:01:04
712,138,0 days 00:01:42
713,138,0 days 00:01:00
714,138,0 days 00:01:32
715,138,0 days 00:01:01
716,138,0 days 00:01:53
717,138,0 days 00:02:47
718,138,0 days 00:02:45
719,138,0 days 00:00:03
720,138,0 days 00:00:33
721,138,0 days 00:01:01
722,138,0 days 00:00:23
723,138,0 days 00:00:55
724,138,0 days 00:00:20
725,138,0 days 00:01:16
726,138,0 days 00:02:08
727,138,0 days 00:02:19
728,138,0 days 00:00:01
729,138,0 days 00:00:22
730,138,0 days 00:00:41
731,138,0 days 00:00:02
732,138,0 days 00:00:03
733,138,0 days 00:00:24
734,138,0 days 00:01:01
735,138,0 days 00:01:16
736,138,0 days 00:01:27
737,138,0 days 00:00:05
738,138,0 days 00:01:39
739,138,0 days 00:02:15
740,138,0 days 00:00:58
741,138,0 days 00:02:15
742,138,0 days 00:02:36
743,138,0 days 00:03:04
744,138,0 days 00:02:06
745,138,0 days 00:01:56
746,138,0 days 00:00:00
747,138,0 days 00:01:01
748,138,0 days 00:01:31
749,138,0 days 00:00:40
750,138,0 days 00:00:59
751,138,0 days 00:00:12
752,138,0 days 00:00:58
753,138,0 days 00:02:19
754,138,0 days 00:02:19
755,138,-1 days +23:59:59
756,138,0 days 00:00:46
757,138,0 days 00:01:21
758,138,0 days 00:00:38
759,138,0 days 00:00:37
760,138,0 days 00:00:19
761,138,0 days 00:01:43
762,138,0 days 00:02:43
763,138,0 days 00:02:54
764,138,0 days 00:00:00
765,138,0 days 00:01:35
766,138,0 days 00:02:20
767,138,0 days 00:01:58
768,138,0 days 00:02:25
769,138,0 days 00:01:28
770,138,0 days 00:02:32
771,138,0 days 00:04:26
772,138,0 days 00:04:23
773,138,0 days 00:00:02
774,138,0 days 00:00:40
775,138,0 days 00:01:16
776,138,0 days 00:00:39
777,138,0 days 00:00:45
778,138,-1 days +23:59:55
779,138,0 days 00:01:00
780,138,0 days 00:00:36
781,138,0 days 00:01:06
782,147,0 days 00:02:24
783,147,0 days 00:01:36
784,147,0 days 00:00:47
785,147,0 days 00:01:41
786,147,0 days 00:00:24
787,147,0 days 00:00:01
788,147,0 days 00:00:01
789,147,0 days 00:00:01
790,147,0 days 00:00:04
791,147,-1 days +23:59:38
792,147,0 days 00:00:05
793,147,-1 days +23:59:26
794,147,-1 days +23:59:46
795,147,-1 days +23:59:58
796,147,0 days 00:00:10
797,147,0 days 00:00:54
798,147,0 days 00:01:59
799,147,0 days 00:00:15
800,147,-1 days +23:59:59
801,147,-1 days +23:59:59
802,147,-1 days +23:59:58
803,147,-1 days +23:59:59
804,147,-1 days +23:59:58
805,147,-1 days +23:59:58
806,147,-1 days +23:59:58
807,147,-1 days +23:59:59
808,147,0 days 00:00:08
809,147,0 days 00:02:07
810,147,0 days 00:01:43
811,147,0 days 00:00:41
812,147,0 days 00:00:50
813,147,0 days 00:01:12
814,147,0 days 00:00:52
815,147,0 days 00:00:30
816,147,0 days 00:00:06
817,147,0 days 00:00:03
818,147,-1 days +23:58:39
819,147,-1 days +23:58:45
820,147,0 days 00:00:52
821,147,0 days 00:01:36
822,147,0 days 00:00:54
823,147,0 days 00:00:04
824,147,0 days 00:00:36
825,147,0 days 00:00:39
826,147,0 days 00:00:12
827,147,0 days 00:00:07
828,147,0 days 00:00:37
829,147,0 days 00:00:08
830,147,0 days 00:00:00
831,147,0 days 00:00:04
832,147,0 days 00:00:18
833,147,0 days 00:01:40
834,147,0 days 00:01:29
835,147,0 days 00:00:36
836,147,0 days 00:00:45
837,147,0 days 00:00:47
838,147,0 days 00:00:42
839,147,0 days 00:00:07
840,147,0 days 00:00:32
841,147,0 days 00:01:34
842,147,0 days 00:01:06
843,147,0 days 00:00:13
844,147,0 days 00:00:56
845,147,0 days 00:01:44
846,147,0 days 00:01:12
847,147,0 days 00:01:15
848,147,0 days 00:01:12
849,147,0 days 00:01:31
850,147,0 days 00:01:26
851,147,0 days 00:00:29
852,147,0 days 00:00:45
853,147,0 days 00:00:28
854,147,0 days 00:00:13
855,147,0 days 00:00:03
856,147,0 days 00:00:08
857,147,0 days 00:00:57
858,147,0 days 00:00:02
859,147,0 days 00:00:01
860,147,-1 days +23:59:55
861,147,0 days 00:00:02
862,147,0 days 00:00:15
863,147,-1 days +23:59:47
864,147,-1 days +23:59:54
865,147,0 days 00:00:55
866,147,0 days 00:01:22
867,147,0 days 00:00:26
868,147,0 days 00:01:18
869,147,0 days 00:00:36
870,147,0 days 00:01:14
871,147,0 days 00:01:05
872,147,0 days 00:00:31
873,147,0 days 00:00:43
874,147,0 days 00:00:11
875,147,0 days 00:00:01
876,147,0 days 00:00:12
877,147,0 days 00:00:01
878,147,0 days 00:00:02
879,147,0 days 00:00:06
880,147,0 days 00:01:33
881,147,0 days 00:01:27
882,147,0 days 00:02:14
883,147,0 days 00:01:34
884,147,0 days 00:01:56
885,147,0 days 00:01:26
886,147,0 days 00:01:02
887,147,0 days 00:00:44
888,147,0 days 00:00:33
889,147,0 days 00:00:41
890,147,0 days 00:00:01
891,147,0 days 00:00:05
892,147,0 days 00:00:38
893,147,0 days 00:01:36
894,147,0 days 00:00:24
895,147,0 days 00:00:22
896,147,0 days 00:01:21
897,147,0 days 00:00:03
898,147,0 days 00:00:05
899,147,0 days 00:00:05
900,147,0 days 00:00:14
901,147,0 days 00:01:57
902,147,0 days 00:01:21
903,147,0 days 00:00:05
904,147,0 days 00:00:07
905,147,0 days 00:00:11
906,147,0 days 00:00:05
907,147,0 days 00:00:05
908,147,0 days 00:00:41
909,147,0 days 00:00:06
910,147,0 days 00:00:06
911,147,0 days 00:00:05
912,147,0 days 00:00:05
913,147,0 days 00:02:50
914,147,0 days 00:02:14
915,147,0 days 00:00:53
916,147,0 days 00:01:20
917,147,0 days 00:01:36
918,147,0 days 00:01:11
919,147,0 days 00:01:32
920,147,0 days 00:01:32
921,147,0 days 00:01:17
922,147,0 days 00:00:42
923,147,0 days 00:00:29
924,147,0 days 00:01:00
925,147,0 days 00:00:37
926,147,0 days 00:00:02
927,147,0 days 00:00:06
928,147,0 days 00:02:21
929,147,0 days 00:02:47
930,147,0 days 00:02:21
931,147,0 days 00:01:24
932,147,0 days 00:01:46
933,147,0 days 00:00:28
934,147,0 days 00:00:25
935,147,0 days 00:00:32
936,147,0 days 00:02:01
937,147,0 days 00:01:41
938,147,0 days 00:00:58
939,147,0 days 00:01:13
940,147,0 days 00:00:19
941,147,0 days 00:01:30
942,147,0 days 00:00:31
943,147,0 days 00:01:05
944,147,0 days 00:00:15
945,147,0 days 00:00:06
946,147,0 days 00:00:04
947,147,0 days 00:00:03
948,147,-1 days +23:59:57
949,147,-1 days +23:59:22
950,147,0 days 00:00:14
951,147,0 days 00:00:09
952,147,0 days 00:02:12
953,147,0 days 00:03:19
954,147,0 days 00:03:12
955,147,0 days 00:03:21
956,147,0 days 00:03:06
957,147,0 days 00:02:44
958,147,0 days 00:01:57
959,147,0 days 00:01:36
960,147,0 days 00:01:50
961,147,0 days 00:00:42
962,147,0 days 00:00:30
963,147,0 days 00:00:11
964,147,0 days 00:00:29
965,147,0 days 00:00:24
966,147,-1 days +23:59:53
967,147,-1 days +23:59:59
968,147,-1 days +23:59:48
969,147,-1 days +23:58:29
970,147,0 days 00:00:03
971,147,0 days 00:00:34
972,147,0 days 00:00:35
973,147,0 days 00:00:53
974,147,0 days 00:00:04
975,147,0 days 00:00:27
976,147,0 days 00:00:36
977,147,0 days 00:01:08
978,147,0 days 00:00:19
979,147,0 days 00:00:03
980,147,0 days 00:00:19
981,147,0 days 00:00:58
982,147,0 days 00:00:22
983,147,0 days 00:00:02
984,147,0 days 00:00:00
985,147,0 days 00:00:33
986,147,0 days 00:00:24
987,147,0 days 00:00:21
988,147,0 days 00:00:23
989,147,0 days 00:00:42
990,147,0 days 00:01:23
991,147,0 days 00:00:56
992,147,0 days 00:00:05
