,Vehicle ID,Trip ID,Route ID,Direction,Schedule Relationship,Current Stop Sequence,Current Stop ID,Timestamp,Location
0,K224,12101-3-13-170-1208,10,0.0,0.0,4.0,2250-01,2025-04-09 23:14:06,35.68959045410156 139.69358825683594
1,F584,44201-1-37-170-1214,122,1.0,0.0,2.0,1516-01,2025-04-09 23:15:28,35.737483978271484 139.66888427734375
2,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
3,F577,44201-1-37-170-1154,122,1.0,0.0,13.0,1529-05,2025-04-09 23:16:03,35.7219352722168 139.70632934570312
4,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
5,F583,44201-1-37-170-1133,122,1.0,0.0,24.0,2549-01,2025-04-09 23:14:33,35.70572280883789 139.72720336914062
6,F582,44201-1-37-170-1111,122,1.0,0.0,36.0,0702-08,2025-04-09 23:13:15,35.6918830871582 139.6988983154297
7,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
8,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
9,K254,44201-2-37-170-1157,122,0.0,0.0,10.0,0141-02,2025-04-09 23:15:39,35.6984977722168 139.72579956054688
10,C245,44201-2-37-170-1148,122,0.0,0.0,16.0,0176-02,2025-04-09 23:15:02,35.711334228515625 139.7311553955078
11,G744,44201-2-37-170-1139,122,0.0,0.0,22.0,1530-01,2025-04-09 23:14:12,35.71987533569336 139.71099853515625
12,C221,44201-2-37-170-1130,122,0.0,0.0,23.0,1529-02,2025-04-09 23:15:32,35.721649169921875 139.70654296875
13,H950,44201-2-37-170-1121,122,0.0,0.0,31.0,0179-01,2025-04-09 23:15:24,35.72914505004883 139.67799377441406
14,K253,44210-1-37-170-1116,122,1.0,0.0,32.0,0028-01,2025-04-09 23:15:03,35.692081451416016 139.7209014892578
15,D361,20201-1-33-170-1211,147,1.0,0.0,2.0,2482-14,2025-04-09 23:14:49,35.71173858642578 139.7172393798828
16,E518,20201-1-33-170-1150,147,1.0,0.0,12.0,0334-03,2025-04-09 23:12:57,35.693267822265625 139.70191955566406
17,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
18,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
19,G817,12001-2-13-170-1213,135,0.0,0.0,1.0,0971-01,2025-04-09 23:13:01,35.69751739501953 139.71974182128906
20,L309,12001-2-13-170-1153,135,0.0,0.0,11.0,0334-03,2025-04-09 23:15:12,35.693267822265625 139.70191955566406
21,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
22,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
23,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
24,C215,24101-1-21-170-1128,148,1.0,0.0,29.0,1320-02,2025-04-09 23:15:47,35.75362777709961 139.6858673095703
25,L317,24101-1-21-170-1058,148,1.0,0.0,46.0,0198-01,2025-04-09 23:14:30,35.755767822265625 139.7373809814453
26,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
27,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
28,G783,24101-2-21-170-1110,148,0.0,0.0,43.0,1388-01,2025-04-09 23:15:24,35.69756317138672 139.67857360839844
29,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
30,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
31,B724,24302-1-21-170-1156,158,1.0,0.0,12.0,1277-01,2025-04-09 23:15:55,35.69808578491211 139.65753173828125
32,B725,24302-2-21-170-1215,158,0.0,0.0,1.0,0702-04,2025-04-09 23:15:03,35.69178771972656 139.6988067626953
33,D925,24302-2-21-170-1145,158,0.0,0.0,16.0,1399-02,2025-04-09 23:15:31,35.68964385986328 139.65513610839844
34,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
35,H859,24001-1-06-170-1152,169,1.0,0.0,10.0,1357-02,2025-04-09 23:15:08,35.649986267089844 139.72235107421875
36,E400,24001-1-21-170-1129,169,1.0,0.0,26.0,0713-11,2025-04-09 23:14:59,35.6903076171875 139.70587158203125
37,F568,24001-2-21-170-1207,169,0.0,0.0,3.0,2001-01,2025-04-09 23:15:03,35.69123840332031 139.70416259765625
38,H177,24001-2-06-170-1145,169,0.0,0.0,17.0,1425-02,2025-04-09 23:16:07,35.66245651245117 139.7238311767578
39,B715,24001-2-06-170-1123,169,0.0,0.0,27.0,0867-02,2025-04-09 23:15:56,35.63878631591797 139.73487854003906
40,K224,12101-3-13-170-1208,10,0.0,0.0,4.0,2250-01,2025-04-09 23:14:06,35.68959045410156 139.69358825683594
41,F584,44201-1-37-170-1214,122,1.0,0.0,2.0,1516-01,2025-04-09 23:15:28,35.737483978271484 139.66888427734375
42,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
43,F577,44201-1-37-170-1154,122,1.0,0.0,14.0,1529-15,2025-04-09 23:16:34,35.72096252441406 139.70822143554688
44,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
45,F583,44201-1-37-170-1133,122,1.0,0.0,25.0,0140-02,2025-04-09 23:16:34,35.70376968383789 139.7267608642578
46,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
47,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
48,K254,44201-2-37-170-1157,122,0.0,0.0,10.0,0141-02,2025-04-09 23:15:39,35.6984977722168 139.72579956054688
49,C245,44201-2-37-170-1148,122,0.0,0.0,16.0,0176-02,2025-04-09 23:15:02,35.711334228515625 139.7311553955078
50,G744,44201-2-37-170-1139,122,0.0,0.0,22.0,1530-01,2025-04-09 23:14:12,35.71987533569336 139.71099853515625
51,C221,44201-2-37-170-1130,122,0.0,0.0,23.0,1529-02,2025-04-09 23:15:32,35.721649169921875 139.70654296875
52,H950,44201-2-37-170-1121,122,0.0,0.0,31.0,0179-01,2025-04-09 23:15:24,35.72914505004883 139.67799377441406
53,K253,44210-1-37-170-1116,122,1.0,0.0,32.0,0028-01,2025-04-09 23:15:03,35.692081451416016 139.7209014892578
54,D361,20201-1-33-170-1211,147,1.0,0.0,2.0,2482-14,2025-04-09 23:14:49,35.71173858642578 139.7172393798828
55,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
56,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
57,G817,12001-2-13-170-1213,135,0.0,0.0,2.0,0379-04,2025-04-09 23:16:22,35.69956970214844 139.71917724609375
58,L309,12001-2-13-170-1153,135,0.0,0.0,11.0,0334-03,2025-04-09 23:15:12,35.693267822265625 139.70191955566406
59,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
60,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
61,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
62,C215,24101-1-21-170-1128,148,1.0,0.0,29.0,1320-02,2025-04-09 23:15:47,35.75362777709961 139.6858673095703
63,L317,24101-1-21-170-1058,148,1.0,0.0,46.0,0198-01,2025-04-09 23:14:30,35.755767822265625 139.7373809814453
64,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
65,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
66,G783,24101-2-21-170-1110,148,0.0,0.0,44.0,1089-02,2025-04-09 23:16:34,35.69721221923828 139.6817169189453
67,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
68,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
69,B724,24302-1-21-170-1156,158,1.0,0.0,13.0,0480-01,2025-04-09 23:16:19,35.69789505004883 139.65921020507812
70,B725,24302-2-21-170-1215,158,0.0,0.0,1.0,0702-04,2025-04-09 23:15:03,35.69178771972656 139.6988067626953
71,D925,24302-2-21-170-1145,158,0.0,0.0,16.0,1399-02,2025-04-09 23:15:31,35.68964385986328 139.65513610839844
72,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
73,H859,24001-1-06-170-1152,169,1.0,0.0,10.0,1357-02,2025-04-09 23:15:08,35.649986267089844 139.72235107421875
74,E400,24001-1-21-170-1129,169,1.0,0.0,26.0,0713-11,2025-04-09 23:14:59,35.6903076171875 139.70587158203125
75,F568,24001-2-21-170-1207,169,0.0,0.0,3.0,2001-01,2025-04-09 23:15:03,35.69123840332031 139.70416259765625
76,H177,24001-2-06-170-1145,169,0.0,0.0,17.0,1425-02,2025-04-09 23:16:07,35.66245651245117 139.7238311767578
77,B715,24001-2-06-170-1123,169,0.0,0.0,27.0,0867-02,2025-04-09 23:15:56,35.63878631591797 139.73487854003906
78,F584,44201-1-37-170-1214,122,1.0,0.0,3.0,0162-02,2025-04-09 23:16:58,35.73594665527344 139.6732177734375
79,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
80,F577,44201-1-37-170-1154,122,1.0,0.0,14.0,1529-15,2025-04-09 23:16:34,35.72096252441406 139.70822143554688
81,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
82,F583,44201-1-37-170-1133,122,1.0,0.0,25.0,0140-02,2025-04-09 23:16:34,35.70376968383789 139.7267608642578
83,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
84,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
85,K254,44201-2-37-170-1157,122,0.0,0.0,10.0,0141-02,2025-04-09 23:15:39,35.6984977722168 139.72579956054688
86,C245,44201-2-37-170-1148,122,0.0,0.0,17.0,0799-01,2025-04-09 23:17:02,35.71377944946289 139.7259063720703
87,G744,44201-2-37-170-1139,122,0.0,0.0,23.0,1529-02,2025-04-09 23:17:08,35.721649169921875 139.70654296875
88,C221,44201-2-37-170-1130,122,0.0,0.0,24.0,0647-01,2025-04-09 23:16:40,35.72249984741211 139.70257568359375
89,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
90,K253,44210-1-37-170-1116,122,1.0,0.0,33.0,0103-02,2025-04-09 23:16:45,35.69108963012695 139.7171630859375
91,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
92,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
93,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
94,G817,12001-2-13-170-1213,135,0.0,0.0,3.0,1617-01,2025-04-09 23:16:55,35.699989318847656 139.72039794921875
95,L309,12001-2-13-170-1153,135,0.0,0.0,11.0,0334-03,2025-04-09 23:15:12,35.693267822265625 139.70191955566406
96,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
97,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
98,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
99,C215,24101-1-21-170-1128,148,1.0,0.0,30.0,1485-01,2025-04-09 23:17:02,35.756534576416016 139.6900634765625
100,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
101,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
102,G783,24101-2-21-170-1110,148,0.0,0.0,44.0,1089-02,2025-04-09 23:16:34,35.69721221923828 139.6817169189453
103,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
104,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
105,B724,24302-1-21-170-1156,158,1.0,0.0,13.0,0480-01,2025-04-09 23:16:19,35.69789505004883 139.65921020507812
106,B725,24302-2-21-170-1215,158,0.0,0.0,1.0,0702-04,2025-04-09 23:15:03,35.69178771972656 139.6988067626953
107,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
108,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
109,H859,24001-1-06-170-1152,169,1.0,0.0,10.0,1357-02,2025-04-09 23:15:08,35.649986267089844 139.72235107421875
110,E400,24001-1-21-170-1129,169,1.0,0.0,26.0,0713-11,2025-04-09 23:14:59,35.6903076171875 139.70587158203125
111,F568,24001-2-21-170-1207,169,0.0,0.0,4.0,0713-10,2025-04-09 23:17:06,35.690250396728516 139.70639038085938
112,H177,24001-2-06-170-1145,169,0.0,0.0,17.0,1425-02,2025-04-09 23:16:07,35.66245651245117 139.7238311767578
113,B715,24001-2-06-170-1123,169,0.0,0.0,27.0,0867-02,2025-04-09 23:15:56,35.63878631591797 139.73487854003906
114,F584,44201-1-37-170-1214,122,1.0,0.0,3.0,0162-02,2025-04-09 23:16:58,35.73594665527344 139.6732177734375
115,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
116,F577,44201-1-37-170-1154,122,1.0,0.0,14.0,1529-15,2025-04-09 23:16:34,35.72096252441406 139.70822143554688
117,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
118,F583,44201-1-37-170-1133,122,1.0,0.0,25.0,0140-02,2025-04-09 23:16:34,35.70376968383789 139.7267608642578
119,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
120,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
121,K254,44201-2-37-170-1157,122,0.0,0.0,10.0,0141-02,2025-04-09 23:15:39,35.6984977722168 139.72579956054688
122,C245,44201-2-37-170-1148,122,0.0,0.0,17.0,0799-01,2025-04-09 23:17:02,35.71377944946289 139.7259063720703
123,G744,44201-2-37-170-1139,122,0.0,0.0,23.0,1529-02,2025-04-09 23:17:08,35.721649169921875 139.70654296875
124,C221,44201-2-37-170-1130,122,0.0,0.0,24.0,0647-01,2025-04-09 23:16:40,35.72249984741211 139.70257568359375
125,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
126,K253,44210-1-37-170-1116,122,1.0,0.0,33.0,0103-02,2025-04-09 23:16:45,35.69108963012695 139.7171630859375
127,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
128,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
129,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
130,G817,12001-2-13-170-1213,135,0.0,0.0,3.0,1617-01,2025-04-09 23:16:55,35.699989318847656 139.72039794921875
131,L309,12001-2-13-170-1153,135,0.0,0.0,11.0,0334-03,2025-04-09 23:15:12,35.693267822265625 139.70191955566406
132,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
133,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
134,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
135,C215,24101-1-21-170-1128,148,1.0,0.0,30.0,1485-01,2025-04-09 23:17:02,35.756534576416016 139.6900634765625
136,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
137,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
138,G783,24101-2-21-170-1110,148,0.0,0.0,44.0,1089-02,2025-04-09 23:16:34,35.69721221923828 139.6817169189453
139,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
140,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
141,B724,24302-1-21-170-1156,158,1.0,0.0,13.0,0480-01,2025-04-09 23:16:19,35.69789505004883 139.65921020507812
142,B725,24302-2-21-170-1215,158,0.0,0.0,1.0,0702-04,2025-04-09 23:15:03,35.69178771972656 139.6988067626953
143,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
144,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
145,H859,24001-1-06-170-1152,169,1.0,0.0,10.0,1357-02,2025-04-09 23:15:08,35.649986267089844 139.72235107421875
146,E400,24001-1-21-170-1129,169,1.0,0.0,26.0,0713-11,2025-04-09 23:14:59,35.6903076171875 139.70587158203125
147,F568,24001-2-21-170-1207,169,0.0,0.0,4.0,0713-10,2025-04-09 23:17:06,35.690250396728516 139.70639038085938
148,H177,24001-2-06-170-1145,169,0.0,0.0,17.0,1425-02,2025-04-09 23:16:07,35.66245651245117 139.7238311767578
149,B715,24001-2-06-170-1123,169,0.0,0.0,27.0,0867-02,2025-04-09 23:15:56,35.63878631591797 139.73487854003906
150,F584,44201-1-37-170-1214,122,1.0,0.0,3.0,0162-02,2025-04-09 23:16:58,35.73594665527344 139.6732177734375
151,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
152,F577,44201-1-37-170-1154,122,1.0,0.0,15.0,1530-02,2025-04-09 23:17:15,35.720035552978516 139.71084594726562
153,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
154,F583,44201-1-37-170-1133,122,1.0,0.0,26.0,0139-02,2025-04-09 23:17:35,35.70233917236328 139.7267303466797
155,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
156,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
157,K254,44201-2-37-170-1157,122,0.0,0.0,11.0,0139-01,2025-04-09 23:17:30,35.70222854614258 139.7265625
158,C245,44201-2-37-170-1148,122,0.0,0.0,17.0,0799-01,2025-04-09 23:17:02,35.71377944946289 139.7259063720703
159,G744,44201-2-37-170-1139,122,0.0,0.0,23.0,1529-02,2025-04-09 23:17:08,35.721649169921875 139.70654296875
160,C221,44201-2-37-170-1130,122,0.0,0.0,24.0,0647-01,2025-04-09 23:16:40,35.72249984741211 139.70257568359375
161,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
162,K253,44210-1-37-170-1116,122,1.0,0.0,33.0,0103-02,2025-04-09 23:16:45,35.69108963012695 139.7171630859375
163,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
164,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
165,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
166,G817,12001-2-13-170-1213,135,0.0,0.0,3.0,1617-01,2025-04-09 23:16:55,35.699989318847656 139.72039794921875
167,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
168,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
169,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
170,C215,24101-1-21-170-1128,148,1.0,0.0,30.0,1485-01,2025-04-09 23:17:02,35.756534576416016 139.6900634765625
171,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
172,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
173,G783,24101-2-21-170-1110,148,0.0,0.0,44.0,1089-02,2025-04-09 23:16:34,35.69721221923828 139.6817169189453
174,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
175,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
176,B724,24302-1-21-170-1156,158,1.0,0.0,14.0,1091-01,2025-04-09 23:17:33,35.6975212097168 139.6620635986328
177,B725,24302-2-21-170-1215,158,0.0,0.0,2.0,0964-01,2025-04-09 23:17:12,35.694522857666016 139.6922149658203
178,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
179,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
180,H859,24001-1-06-170-1152,169,1.0,0.0,10.0,1357-02,2025-04-09 23:15:08,35.649986267089844 139.72235107421875
181,E400,24001-1-21-170-1129,169,1.0,0.0,27.0,2001-02,2025-04-09 23:17:18,35.691158294677734 139.70401000976562
182,F568,24001-2-21-170-1207,169,0.0,0.0,4.0,0713-10,2025-04-09 23:17:06,35.690250396728516 139.70639038085938
183,H177,24001-2-06-170-1145,169,0.0,0.0,17.0,1425-02,2025-04-09 23:16:07,35.66245651245117 139.7238311767578
184,B715,24001-2-06-170-1123,169,0.0,0.0,27.0,0867-02,2025-04-09 23:15:56,35.63878631591797 139.73487854003906
185,F584,44201-1-37-170-1214,122,1.0,0.0,3.0,0162-02,2025-04-09 23:16:58,35.73594665527344 139.6732177734375
186,G745,44201-1-37-170-1204,122,1.0,0.0,8.0,1486-02,2025-04-09 23:16:05,35.72273635864258 139.6904296875
187,F577,44201-1-37-170-1154,122,1.0,0.0,15.0,1530-02,2025-04-09 23:17:15,35.720035552978516 139.71084594726562
188,F576,44201-1-37-170-1144,122,1.0,0.0,20.0,0799-02,2025-04-09 23:15:40,35.7138557434082 139.72604370117188
189,F583,44201-1-37-170-1133,122,1.0,0.0,26.0,0139-02,2025-04-09 23:17:35,35.70233917236328 139.7267303466797
190,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
191,E512,44201-2-37-170-1206,122,0.0,0.0,6.0,0103-01,2025-04-09 23:15:54,35.69131088256836 139.7174530029297
192,K254,44201-2-37-170-1157,122,0.0,0.0,11.0,0139-01,2025-04-09 23:17:30,35.70222854614258 139.7265625
193,C245,44201-2-37-170-1148,122,0.0,0.0,17.0,0799-01,2025-04-09 23:17:02,35.71377944946289 139.7259063720703
194,G744,44201-2-37-170-1139,122,0.0,0.0,23.0,1529-02,2025-04-09 23:17:08,35.721649169921875 139.70654296875
195,C221,44201-2-37-170-1130,122,0.0,0.0,24.0,0647-01,2025-04-09 23:16:40,35.72249984741211 139.70257568359375
196,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
197,K253,44210-1-37-170-1116,122,1.0,0.0,33.0,0103-02,2025-04-09 23:16:45,35.69108963012695 139.7171630859375
198,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
199,L320,20201-2-33-170-1159,147,0.0,0.0,5.0,0227-01,2025-04-09 23:15:20,35.69718933105469 139.7071990966797
200,G815,12001-1-13-170-1203,135,1.0,0.0,5.0,0227-01,2025-04-09 23:14:51,35.69718933105469 139.7071990966797
201,G817,12001-2-13-170-1213,135,0.0,0.0,3.0,1617-01,2025-04-09 23:16:55,35.699989318847656 139.72039794921875
202,X296,12301-2-13-170-1203,138,0.0,0.0,9.0,2454-01,2025-04-09 23:16:03,35.68973922729492 139.72410583496094
203,G816,12302-2-13-170-1215,138,0.0,0.0,1.0,0971-01,2025-04-09 23:15:42,35.69751739501953 139.71974182128906
204,K232,24101-1-21-170-1156,148,1.0,0.0,11.0,0480-02,2025-04-09 23:16:07,35.69757843017578 139.6602020263672
205,C215,24101-1-21-170-1128,148,1.0,0.0,30.0,1485-01,2025-04-09 23:17:02,35.756534576416016 139.6900634765625
206,C216,24101-2-21-170-1206,148,0.0,0.0,6.0,0403-02,2025-04-09 23:14:58,35.7680549621582 139.73464965820312
207,A599,24101-2-21-170-1138,148,0.0,0.0,24.0,1216-01,2025-04-09 23:15:28,35.74153518676758 139.66941833496094
208,G783,24101-2-21-170-1110,148,0.0,0.0,44.0,1089-02,2025-04-09 23:16:34,35.69721221923828 139.6817169189453
209,T245,24006-1-21-170-1203,158,1.0,0.0,10.0,1089-02,2025-04-09 23:16:06,35.69721221923828 139.6817169189453
210,Z530,24006-2-21-170-1207,158,0.0,0.0,4.0,1089-03,2025-04-09 23:16:04,35.69704055786133 139.6817169189453
211,B724,24302-1-21-170-1156,158,1.0,0.0,14.0,1091-01,2025-04-09 23:17:33,35.6975212097168 139.6620635986328
212,B725,24302-2-21-170-1215,158,0.0,0.0,2.0,0964-01,2025-04-09 23:17:12,35.694522857666016 139.6922149658203
213,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
