,Vehicle ID,Trip ID,Route ID,Direction,Schedule Relationship,Current Stop Sequence,Current Stop ID,Timestamp,Location
524,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
525,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
526,B724,24302-1-21-170-1156,158,1.0,0.0,15.0,1421-01,2025-04-09 23:17:51,35.697509765625 139.6641082763672
527,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
528,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
529,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
530,H859,24001-1-06-170-1152,169,1.0,0.0,11.0,1176-01,2025-04-09 23:18:28,35.655174255371094 139.72303771972656
531,E400,24001-1-21-170-1129,169,1.0,0.0,27.0,2001-02,2025-04-09 23:17:18,35.691158294677734 139.70401000976562
532,F568,24001-2-21-170-1207,169,0.0,0.0,5.0,0712-02,2025-04-09 23:18:04,35.68870544433594 139.71046447753906
533,H177,24001-2-06-170-1145,169,0.0,0.0,18.0,1130-02,2025-04-09 23:18:29,35.65812683105469 139.723876953125
534,B715,24001-2-06-170-1123,169,0.0,0.0,28.0,0864-01,2025-04-09 23:19:02,35.63499450683594 139.7329559326172
535,F584,44201-1-37-170-1214,122,1.0,0.0,4.0,0161-01,2025-04-09 23:18:28,35.73313903808594 139.6763458251953
536,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
537,F577,44201-1-37-170-1154,122,1.0,0.0,16.0,0398-01,2025-04-09 23:18:54,35.717987060546875 139.7156524658203
538,F576,44201-1-37-170-1144,122,1.0,0.0,21.0,0176-01,2025-04-09 23:18:57,35.71147155761719 139.7313690185547
539,F583,44201-1-37-170-1133,122,1.0,0.0,27.0,0141-03,2025-04-09 23:18:30,35.70056915283203 139.7266082763672
540,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
541,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
542,K254,44201-2-37-170-1157,122,0.0,0.0,13.0,2549-02,2025-04-09 23:19:08,35.706260681152344 139.7269744873047
543,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
544,C221,44201-2-37-170-1130,122,0.0,0.0,25.0,0648-01,2025-04-09 23:18:42,35.72187423706055 139.69789123535156
545,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
546,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
547,K253,44210-1-37-170-1116,122,1.0,0.0,34.0,1235-01,2025-04-09 23:19:28,35.69111251831055 139.7127685546875
548,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
549,L320,20201-2-33-170-1159,147,0.0,0.0,6.0,0226-02,2025-04-09 23:18:38,35.701683044433594 139.70803833007812
550,G815,12001-1-13-170-1203,135,1.0,0.0,7.0,2578-01,2025-04-09 23:18:47,35.70146179199219 139.712646484375
551,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
552,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
553,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
554,K232,24101-1-21-170-1156,148,1.0,0.0,12.0,1277-02,2025-04-09 23:18:25,35.69794464111328 139.65745544433594
555,C215,24101-1-21-170-1128,148,1.0,0.0,31.0,1062-02,2025-04-09 23:18:08,35.75883483886719 139.695556640625
556,C216,24101-2-21-170-1206,148,0.0,0.0,8.0,1292-01,2025-04-09 23:19:20,35.76764678955078 139.72805786132812
557,A599,24101-2-21-170-1138,148,0.0,0.0,25.0,1029-02,2025-04-09 23:18:23,35.73627853393555 139.6644744873047
558,G783,24101-2-21-170-1110,148,0.0,0.0,45.0,1122-01,2025-04-09 23:19:26,35.69566345214844 139.68922424316406
559,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
560,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
561,B724,24302-1-21-170-1156,158,1.0,0.0,15.0,1421-01,2025-04-09 23:17:51,35.697509765625 139.6641082763672
562,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
563,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
564,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
565,H859,24001-1-06-170-1152,169,1.0,0.0,11.0,1176-01,2025-04-09 23:18:28,35.655174255371094 139.72303771972656
566,E400,24001-1-21-170-1129,169,1.0,0.0,28.0,0703-02,2025-04-09 23:19:37,35.69269943237305 139.70040893554688
567,F568,24001-2-21-170-1207,169,0.0,0.0,6.0,0711-04,2025-04-09 23:19:29,35.68806457519531 139.71334838867188
568,H177,24001-2-06-170-1145,169,0.0,0.0,19.0,1176-02,2025-04-09 23:19:28,35.65510940551758 139.72323608398438
569,B715,24001-2-06-170-1123,169,0.0,0.0,28.0,0864-01,2025-04-09 23:19:02,35.63499450683594 139.7329559326172
570,F584,44201-1-37-170-1214,122,1.0,0.0,4.0,0161-01,2025-04-09 23:18:28,35.73313903808594 139.6763458251953
571,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
572,F577,44201-1-37-170-1154,122,1.0,0.0,16.0,0398-01,2025-04-09 23:18:54,35.717987060546875 139.7156524658203
573,F576,44201-1-37-170-1144,122,1.0,0.0,21.0,0176-01,2025-04-09 23:18:57,35.71147155761719 139.7313690185547
574,F583,44201-1-37-170-1133,122,1.0,0.0,27.0,0141-03,2025-04-09 23:18:30,35.70056915283203 139.7266082763672
575,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
576,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
577,K254,44201-2-37-170-1157,122,0.0,0.0,13.0,2549-02,2025-04-09 23:19:08,35.706260681152344 139.7269744873047
578,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
579,C221,44201-2-37-170-1130,122,0.0,0.0,25.0,0648-01,2025-04-09 23:18:42,35.72187423706055 139.69789123535156
580,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
581,H950,44201-2-37-170-1121,122,0.0,0.0,32.0,0180-01,2025-04-09 23:16:41,35.73104476928711 139.67405700683594
582,K253,44210-1-37-170-1116,122,1.0,0.0,34.0,1235-01,2025-04-09 23:19:28,35.69111251831055 139.7127685546875
583,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
584,L320,20201-2-33-170-1159,147,0.0,0.0,6.0,0226-02,2025-04-09 23:18:38,35.701683044433594 139.70803833007812
585,G815,12001-1-13-170-1203,135,1.0,0.0,7.0,2578-01,2025-04-09 23:18:47,35.70146179199219 139.712646484375
586,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
587,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
588,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
589,K232,24101-1-21-170-1156,148,1.0,0.0,12.0,1277-02,2025-04-09 23:18:25,35.69794464111328 139.65745544433594
590,C215,24101-1-21-170-1128,148,1.0,0.0,31.0,1062-02,2025-04-09 23:18:08,35.75883483886719 139.695556640625
591,C216,24101-2-21-170-1206,148,0.0,0.0,8.0,1292-01,2025-04-09 23:19:20,35.76764678955078 139.72805786132812
592,A599,24101-2-21-170-1138,148,0.0,0.0,25.0,1029-02,2025-04-09 23:18:23,35.73627853393555 139.6644744873047
593,G783,24101-2-21-170-1110,148,0.0,0.0,45.0,1122-01,2025-04-09 23:19:26,35.69566345214844 139.68922424316406
594,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
595,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
596,B724,24302-1-21-170-1156,158,1.0,0.0,15.0,1421-01,2025-04-09 23:17:51,35.697509765625 139.6641082763672
597,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
598,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
599,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
600,H859,24001-1-06-170-1152,169,1.0,0.0,11.0,1176-01,2025-04-09 23:18:28,35.655174255371094 139.72303771972656
601,E400,24001-1-21-170-1129,169,1.0,0.0,28.0,0703-02,2025-04-09 23:19:37,35.69269943237305 139.70040893554688
602,F568,24001-2-21-170-1207,169,0.0,0.0,6.0,0711-04,2025-04-09 23:19:29,35.68806457519531 139.71334838867188
603,H177,24001-2-06-170-1145,169,0.0,0.0,19.0,1176-02,2025-04-09 23:19:28,35.65510940551758 139.72323608398438
604,B715,24001-2-06-170-1123,169,0.0,0.0,28.0,0864-01,2025-04-09 23:19:02,35.63499450683594 139.7329559326172
605,F584,44201-1-37-170-1214,122,1.0,0.0,5.0,1489-01,2025-04-09 23:19:50,35.73119354248047 139.67820739746094
606,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
607,F577,44201-1-37-170-1154,122,1.0,0.0,16.0,0398-01,2025-04-09 23:18:54,35.717987060546875 139.7156524658203
608,F576,44201-1-37-170-1144,122,1.0,0.0,21.0,0176-01,2025-04-09 23:18:57,35.71147155761719 139.7313690185547
609,F583,44201-1-37-170-1133,122,1.0,0.0,27.0,0141-03,2025-04-09 23:18:30,35.70056915283203 139.7266082763672
610,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
611,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
612,K254,44201-2-37-170-1157,122,0.0,0.0,13.0,2549-02,2025-04-09 23:19:08,35.706260681152344 139.7269744873047
613,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
614,C221,44201-2-37-170-1130,122,0.0,0.0,25.0,0648-01,2025-04-09 23:18:42,35.72187423706055 139.69789123535156
615,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
616,H950,44201-2-37-170-1121,122,0.0,0.0,33.0,0181-05,2025-04-09 23:19:59,35.73358154296875 139.67115783691406
617,K253,44210-1-37-170-1116,122,1.0,0.0,34.0,1235-01,2025-04-09 23:19:28,35.69111251831055 139.7127685546875
618,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
619,E518,20201-2-33-170-1220,147,0.0,0.0,1.0,0702-02,2025-04-09 23:20:04,35.69186782836914 139.6986541748047
620,L320,20201-2-33-170-1159,147,0.0,0.0,7.0,0709-02,2025-04-09 23:19:58,35.70396423339844 139.7084503173828
621,L309,12001-1-13-170-1220,135,1.0,0.0,1.0,0702-01,2025-04-09 23:20:07,35.69225311279297 139.69859313964844
622,G815,12001-1-13-170-1203,135,1.0,0.0,7.0,2578-01,2025-04-09 23:18:47,35.70146179199219 139.712646484375
623,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
624,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
625,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
626,K232,24101-1-21-170-1156,148,1.0,0.0,12.0,1277-02,2025-04-09 23:18:25,35.69794464111328 139.65745544433594
627,C215,24101-1-21-170-1128,148,1.0,0.0,32.0,1373-01,2025-04-09 23:19:45,35.760128021240234 139.70062255859375
628,C216,24101-2-21-170-1206,148,0.0,0.0,9.0,1077-01,2025-04-09 23:20:06,35.76642608642578 139.7235107421875
629,A599,24101-2-21-170-1138,148,0.0,0.0,25.0,1029-02,2025-04-09 23:18:23,35.73627853393555 139.6644744873047
630,G783,24101-2-21-170-1110,148,0.0,0.0,45.0,1122-01,2025-04-09 23:19:38,35.69566345214844 139.68922424316406
631,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
632,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
633,B724,24302-1-21-170-1156,158,1.0,0.0,16.0,0734-01,2025-04-09 23:19:43,35.697540283203125 139.66845703125
634,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
635,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
636,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
637,H859,24001-1-06-170-1152,169,1.0,0.0,12.0,1130-04,2025-04-09 23:19:58,35.6589469909668 139.72352600097656
638,E400,24001-1-21-170-1129,169,1.0,0.0,28.0,0703-02,2025-04-09 23:19:37,35.69269943237305 139.70040893554688
639,F568,24001-2-21-170-1207,169,0.0,0.0,6.0,0711-04,2025-04-09 23:19:29,35.68806457519531 139.71334838867188
640,H177,24001-2-06-170-1145,169,0.0,0.0,19.0,1176-02,2025-04-09 23:19:28,35.65510940551758 139.72323608398438
641,B715,24001-2-06-170-1123,169,0.0,0.0,29.0,0868-01,2025-04-09 23:19:57,35.633270263671875 139.73252868652344
642,F584,44201-1-37-170-1214,122,1.0,0.0,5.0,1489-01,2025-04-09 23:19:50,35.73119354248047 139.67820739746094
643,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
644,F577,44201-1-37-170-1154,122,1.0,0.0,16.0,0398-01,2025-04-09 23:18:54,35.717987060546875 139.7156524658203
645,F576,44201-1-37-170-1144,122,1.0,0.0,21.0,0176-01,2025-04-09 23:18:57,35.71147155761719 139.7313690185547
646,F583,44201-1-37-170-1133,122,1.0,0.0,27.0,0141-03,2025-04-09 23:18:30,35.70056915283203 139.7266082763672
647,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
648,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
649,K254,44201-2-37-170-1157,122,0.0,0.0,13.0,2549-02,2025-04-09 23:19:08,35.706260681152344 139.7269744873047
650,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
651,C221,44201-2-37-170-1130,122,0.0,0.0,25.0,0648-01,2025-04-09 23:18:42,35.72187423706055 139.69789123535156
652,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
653,H950,44201-2-37-170-1121,122,0.0,0.0,33.0,0181-05,2025-04-09 23:19:59,35.73358154296875 139.67115783691406
654,K253,44210-1-37-170-1116,122,1.0,0.0,34.0,1235-01,2025-04-09 23:19:28,35.69111251831055 139.7127685546875
655,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
656,E518,20201-2-33-170-1220,147,0.0,0.0,1.0,0702-02,2025-04-09 23:20:04,35.69186782836914 139.6986541748047
657,L320,20201-2-33-170-1159,147,0.0,0.0,7.0,0709-02,2025-04-09 23:19:58,35.70396423339844 139.7084503173828
658,L309,12001-1-13-170-1220,135,1.0,0.0,1.0,0702-01,2025-04-09 23:20:07,35.69225311279297 139.69859313964844
659,G815,12001-1-13-170-1203,135,1.0,0.0,7.0,2578-01,2025-04-09 23:18:47,35.70146179199219 139.712646484375
660,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
661,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
662,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
663,K232,24101-1-21-170-1156,148,1.0,0.0,12.0,1277-02,2025-04-09 23:18:25,35.69794464111328 139.65745544433594
664,C215,24101-1-21-170-1128,148,1.0,0.0,32.0,1373-01,2025-04-09 23:19:45,35.760128021240234 139.70062255859375
665,C216,24101-2-21-170-1206,148,0.0,0.0,9.0,1077-01,2025-04-09 23:20:06,35.76642608642578 139.7235107421875
666,A599,24101-2-21-170-1138,148,0.0,0.0,25.0,1029-02,2025-04-09 23:18:23,35.73627853393555 139.6644744873047
667,G783,24101-2-21-170-1110,148,0.0,0.0,45.0,1122-01,2025-04-09 23:19:38,35.69566345214844 139.68922424316406
668,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
669,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
670,B724,24302-1-21-170-1156,158,1.0,0.0,16.0,0734-01,2025-04-09 23:19:43,35.697540283203125 139.66845703125
671,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
672,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
673,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
674,H859,24001-1-06-170-1152,169,1.0,0.0,12.0,1130-04,2025-04-09 23:19:58,35.6589469909668 139.72352600097656
675,E400,24001-1-21-170-1129,169,1.0,0.0,28.0,0703-02,2025-04-09 23:19:37,35.69269943237305 139.70040893554688
676,F568,24001-2-21-170-1207,169,0.0,0.0,6.0,0711-04,2025-04-09 23:19:29,35.68806457519531 139.71334838867188
677,H177,24001-2-06-170-1145,169,0.0,0.0,19.0,1176-02,2025-04-09 23:19:28,35.65510940551758 139.72323608398438
678,B715,24001-2-06-170-1123,169,0.0,0.0,29.0,0868-01,2025-04-09 23:19:57,35.633270263671875 139.73252868652344
679,F584,44201-1-37-170-1214,122,1.0,0.0,5.0,1489-01,2025-04-09 23:19:50,35.73119354248047 139.67820739746094
680,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
681,F577,44201-1-37-170-1154,122,1.0,0.0,16.0,0398-01,2025-04-09 23:18:54,35.717987060546875 139.7156524658203
682,F576,44201-1-37-170-1144,122,1.0,0.0,21.0,0176-01,2025-04-09 23:18:57,35.71147155761719 139.7313690185547
683,F583,44201-1-37-170-1133,122,1.0,0.0,27.0,0141-03,2025-04-09 23:18:30,35.70056915283203 139.7266082763672
684,L330,44201-2-37-170-1216,122,0.0,0.0,1.0,0702-08,2025-04-09 23:15:55,35.6918830871582 139.6988983154297
685,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
686,K254,44201-2-37-170-1157,122,0.0,0.0,13.0,2549-02,2025-04-09 23:19:08,35.706260681152344 139.7269744873047
687,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
688,C221,44201-2-37-170-1130,122,0.0,0.0,25.0,0648-01,2025-04-09 23:18:42,35.72187423706055 139.69789123535156
689,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
690,H950,44201-2-37-170-1121,122,0.0,0.0,33.0,0181-05,2025-04-09 23:19:59,35.73358154296875 139.67115783691406
691,K253,44210-1-37-170-1116,122,1.0,0.0,34.0,1235-01,2025-04-09 23:19:28,35.69111251831055 139.7127685546875
692,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
693,E518,20201-2-33-170-1220,147,0.0,0.0,1.0,0702-02,2025-04-09 23:20:04,35.69186782836914 139.6986541748047
694,L320,20201-2-33-170-1159,147,0.0,0.0,7.0,0709-02,2025-04-09 23:19:58,35.70396423339844 139.7084503173828
695,L309,12001-1-13-170-1220,135,1.0,0.0,1.0,0702-01,2025-04-09 23:20:07,35.69225311279297 139.69859313964844
696,G815,12001-1-13-170-1203,135,1.0,0.0,7.0,2578-01,2025-04-09 23:18:47,35.70146179199219 139.712646484375
697,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
698,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
699,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
700,K232,24101-1-21-170-1156,148,1.0,0.0,12.0,1277-02,2025-04-09 23:18:25,35.69794464111328 139.65745544433594
701,C215,24101-1-21-170-1128,148,1.0,0.0,32.0,1373-01,2025-04-09 23:19:45,35.760128021240234 139.70062255859375
702,C216,24101-2-21-170-1206,148,0.0,0.0,9.0,1077-01,2025-04-09 23:20:06,35.76642608642578 139.7235107421875
703,A599,24101-2-21-170-1138,148,0.0,0.0,25.0,1029-02,2025-04-09 23:18:23,35.73627853393555 139.6644744873047
704,G783,24101-2-21-170-1110,148,0.0,0.0,45.0,1122-01,2025-04-09 23:19:38,35.69566345214844 139.68922424316406
705,T245,24006-1-21-170-1203,158,1.0,0.0,11.0,1122-01,2025-04-09 23:19:02,35.69566345214844 139.68922424316406
706,Z530,24006-2-21-170-1207,158,0.0,0.0,6.0,1092-02,2025-04-09 23:18:49,35.69756317138672 139.6750030517578
707,B724,24302-1-21-170-1156,158,1.0,0.0,16.0,0734-01,2025-04-09 23:19:43,35.697540283203125 139.66845703125
708,B725,24302-2-21-170-1215,158,0.0,0.0,3.0,1122-02,2025-04-09 23:18:33,35.69539260864258 139.6893310546875
709,D925,24302-2-21-170-1145,158,0.0,0.0,17.0,1620-02,2025-04-09 23:16:53,35.68688201904297 139.6560516357422
710,L308,24001-1-06-170-1213,169,1.0,0.0,2.0,0863-01,2025-04-09 23:15:40,35.63444900512695 139.73806762695312
711,H859,24001-1-06-170-1152,169,1.0,0.0,12.0,1130-04,2025-04-09 23:19:58,35.6589469909668 139.72352600097656
712,E400,24001-1-21-170-1129,169,1.0,0.0,28.0,0703-02,2025-04-09 23:19:37,35.69269943237305 139.70040893554688
713,F568,24001-2-21-170-1207,169,0.0,0.0,6.0,0711-04,2025-04-09 23:19:29,35.68806457519531 139.71334838867188
714,H177,24001-2-06-170-1145,169,0.0,0.0,19.0,1176-02,2025-04-09 23:19:28,35.65510940551758 139.72323608398438
715,B715,24001-2-06-170-1123,169,0.0,0.0,29.0,0868-01,2025-04-09 23:19:57,35.633270263671875 139.73252868652344
716,F584,44201-1-37-170-1214,122,1.0,0.0,5.0,1489-01,2025-04-09 23:19:50,35.73119354248047 139.67820739746094
717,G745,44201-1-37-170-1204,122,1.0,0.0,10.0,0795-01,2025-04-09 23:18:47,35.722042083740234 139.69517517089844
718,F577,44201-1-37-170-1154,122,1.0,0.0,17.0,0860-02,2025-04-09 23:20:15,35.71736145019531 139.717041015625
719,F576,44201-1-37-170-1144,122,1.0,0.0,22.0,1566-02,2025-04-09 23:20:18,35.7087516784668 139.7315673828125
720,F583,44201-1-37-170-1133,122,1.0,0.0,28.0,1547-02,2025-04-09 23:20:10,35.697052001953125 139.72552490234375
721,L330,44201-2-37-170-1216,122,0.0,0.0,2.0,0334-01,2025-04-09 23:20:27,35.69347381591797 139.70254516601562
722,E512,44201-2-37-170-1206,122,0.0,0.0,7.0,0028-02,2025-04-09 23:19:14,35.6925163269043 139.72189331054688
723,K254,44201-2-37-170-1157,122,0.0,0.0,14.0,1044-01,2025-04-09 23:20:32,35.707420349121094 139.7286376953125
724,C245,44201-2-37-170-1148,122,0.0,0.0,18.0,1531-01,2025-04-09 23:18:22,35.71505355834961 139.72450256347656
725,G744,44201-2-37-170-1139,122,0.0,0.0,25.0,0648-01,2025-04-09 23:19:27,35.72187423706055 139.69789123535156
726,C221,44201-2-37-170-1130,122,0.0,0.0,26.0,0795-02,2025-04-09 23:20:21,35.72193145751953 139.69505310058594
727,H950,44201-2-37-170-1121,122,0.0,0.0,33.0,0181-05,2025-04-09 23:19:59,35.73358154296875 139.67115783691406
728,K253,44210-1-37-170-1116,122,1.0,0.0,35.0,0490-01,2025-04-09 23:20:17,35.69135284423828 139.7105712890625
729,D361,20201-1-33-170-1211,147,1.0,0.0,3.0,1174-03,2025-04-09 23:16:54,35.70939636230469 139.71600341796875
730,E518,20201-2-33-170-1220,147,0.0,0.0,1.0,0702-02,2025-04-09 23:20:04,35.69186782836914 139.6986541748047
731,L320,20201-2-33-170-1159,147,0.0,0.0,7.0,0709-02,2025-04-09 23:19:58,35.70396423339844 139.7084503173828
732,L309,12001-1-13-170-1220,135,1.0,0.0,1.0,0702-01,2025-04-09 23:20:07,35.69225311279297 139.69859313964844
733,G815,12001-1-13-170-1203,135,1.0,0.0,8.0,1019-01,2025-04-09 23:20:21,35.701255798339844 139.7157745361328
734,G817,12001-2-13-170-1213,135,0.0,0.0,4.0,0518-02,2025-04-09 23:19:36,35.70116424560547 139.71778869628906
735,X296,12301-2-13-170-1203,138,0.0,0.0,10.0,0330-03,2025-04-09 23:18:02,35.69182586669922 139.7252655029297
736,G816,12302-2-13-170-1215,138,0.0,0.0,3.0,1586-01,2025-04-09 23:18:53,35.698368072509766 139.7161102294922
737,K232,24101-1-21-170-1156,148,1.0,0.0,13.0,1598-03,2025-04-09 23:20:12,35.698516845703125 139.6544952392578
